trial_name,trial_number,attempts,response1,response2,response3,picture1,picture2,item,correct3,text,question1,question2,question3,response,name,trials,context,sentence,question,paraphrase,correct,RT,trial_type,context_picture,target_picture,target,target_size,ref_np,adj,adj_cond,syntax,utterance,workerid,startDate,startTime,botresponse,understand,age,sex,education,languages,enjoyment,problems,fairprice,comments,experiment_id
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",flowers,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",22944,filler,images/flower-parade-basic_filler.png,images/dandelion_filler.png,dandelion,small,gift,small,congruent,pred,Your friend says: <br/><b>That's a small dandelion.</b>,workerid_0020,Tue Jun 23 2020 14:01:26 GMT-0500 (Central Daylight Time),1592938886449,linda,yes,46,female,graduated_college,English,1,no,1.80,no comments thank you,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",floral gifts,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",44462,critical,images/flower-parade-basic.png,images/sunflower.png,sunflower,big,gift,big,congruent,subj,Your friend says: <br/><b>That big sunflower is a gift.</b>,workerid_0020,Tue Jun 23 2020 14:01:26 GMT-0500 (Central Daylight Time),1592938886449,linda,yes,46,female,graduated_college,English,1,no,1.80,no comments thank you,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",prize winning dogs,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",24159,critical,images/dog-parade-basic2.png,images/pug.png,pug,small,prize-winner,small,congruent,pred,Your friend says: <br/><b>That prize-winner is a small pug.</b>,workerid_0020,Tue Jun 23 2020 14:01:26 GMT-0500 (Central Daylight Time),1592938886449,linda,yes,46,female,graduated_college,English,1,no,1.80,no comments thank you,35
warmup1,1,1,hummingbird,eagle,birds,warmup/hummingbird2.png,warmup/eagle2.png,birds,birds,Please label the pictures below.,This is a ,These are both ,This is an ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
warmup1,2,1,pug,great dane,dogs,warmup/pug2.png,warmup/great-dane2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",birds,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",16020,filler,images/bird-parade-basic_filler.png,images/hummingbird_filler.png,hummingbird,small,rescue,small,congruent,pred,Your friend says: <br/><b>That's a small hummingbird.</b>,workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",rescue birds,"NA",NA,You visit your friend who works at an animal shelter and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",20543,critical,images/bird-parade-basic.png,images/eagle.png,eagle,big,rescue,big,congruent,subj,Your friend says: <br/><b>That big eagle is a rescue.</b>,workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",10224,filler,images/dog-parade-basic2_filler.png,images/great-dane_filler.png,Great Dane,big,prize-winner,big,congruent,pred,Your friend says: <br/><b>That's a big Great Dane.</b>,workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",28388,critical,images/dog-parade-basic2.png,images/pug.png,pug,small,prize-winner,small,congruent,subj,Your friend says: <br/><b>That small pug is a prize-winner.</b>,workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
warmup2,1,1,sunflower,dandelion,flowers,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
warmup2,2,1,doberman,chihuahua,dogs,warmup/doberman2.png,warmup/chihuahua2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",6997,filler,images/dog-parade-basic_filler.png,images/chihuahua_filler.png,chihuahua,small,service-animal,small,congruent,subj,Your friend says: <br/><b>That chihuahua is small.</b>,workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",flowers,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",10741,critical,images/flower-parade-basic.png,images/dandelion.png,dandelion,small,gift,small,congruent,pred,Your friend says: <br/><b>That gift is a small dandelion.</b>,workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",10974,critical,images/dog-parade-basic.png,images/doberman.png,doberman,big,service-animal,big,congruent,pred,Your friend says: <br/><b>That service-animal is a big doberman.</b>,workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",flowers,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",9273,filler,images/flower-parade-basic_filler.png,images/sunflower_filler.png,sunflower,big,gift,big,congruent,subj,Your friend says: <br/><b>That sunflower is big.</b>,workerid_0021,Tue Jun 23 2020 15:00:58 GMT-0400 (Eastern Daylight Time),1592938858325,Susan,yes,44,female,graduated_college,English,1,none,1.00,,35
warmup1,1,1,eagle,hummingbird,birds,warmup/eagle2.png,warmup/hummingbird2.png,birds,birds,Please label the pictures below.,This is a ,These are both ,This is an ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
warmup1,2,1,dandelion,sunflower,flowers,warmup/dandelion2.png,warmup/sunflower2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",birds,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",14148,filler,images/bird-parade-basic_filler.png,images/eagle_filler.png,eagle,big,rescue,big,congruent,pred,Your friend says: <br/><b>That's a big eagle.</b>,workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",hummingbirds,"NA",NA,You visit your friend who works at an animal shelter and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",29912,critical,images/bird-parade-basic.png,images/hummingbird.png,hummingbird,small,rescue,small,congruent,subj,Your friend says: <br/><b>That small hummingbird is a rescue.</b>,workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",sunflowers,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",12877,critical,images/flower-parade-basic.png,images/sunflower.png,sunflower,big,gift,big,congruent,pred,Your friend says: <br/><b>That gift is a big sunflower.</b>,workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",flowers,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",10556,filler,images/flower-parade-basic_filler.png,images/dandelion_filler.png,dandelion,small,gift,small,congruent,subj,Your friend says: <br/><b>That dandelion is small.</b>,workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
warmup2,1,1,chihuahua,doberman,dogs,warmup/chihuahua2.png,warmup/doberman2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
warmup2,2,1,pug,great dane,dogs,warmup/pug2.png,warmup/great-dane2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",7288,filler,images/dog-parade-basic2_filler.png,images/great-dane_filler.png,Great Dane,big,prize-winner,big,congruent,subj,Your friend says: <br/><b>That Great Dane is big.</b>,workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",chihuahuas,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",7868,filler,images/dog-parade-basic_filler.png,images/chihuahua_filler.png,chihuahua,small,service-animal,small,congruent,pred,Your friend says: <br/><b>That's a small chihuahua.</b>,workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",pugs,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",14063,critical,images/dog-parade-basic2.png,images/pug.png,pug,small,prize-winner,small,congruent,pred,Your friend says: <br/><b>That prize-winner is a small pug.</b>,workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",service animals,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",10618,critical,images/dog-parade-basic.png,images/doberman.png,doberman,big,service-animal,big,congruent,subj,Your friend says: <br/><b>That big doberman is a service-animal.</b>,workerid_0022,Tue Jun 23 2020 12:42:33 GMT-0700 (Pacific Daylight Time),1592941353683,jennifer,,32,male,graduated_college,english,2,nope,1.00,,35
warmup1,1,1,chihuahua,doberman,dogs,warmup/chihuahua2.png,warmup/doberman2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
warmup1,2,1,sunflower,dandelion,flowers,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",chihuahuas,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",12086,filler,images/dog-parade-basic_filler.png,images/chihuahua_filler.png,chihuahua,small,service-animal,small,congruent,pred,Your friend says: <br/><b>That's a small chihuahua.</b>,workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dandelions,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",7990,filler,images/flower-parade-basic_filler.png,images/dandelion_filler.png,dandelion,small,gift,small,congruent,subj,Your friend says: <br/><b>That dandelion is small.</b>,workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",sunflowers,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",10063,critical,images/flower-parade-basic.png,images/sunflower.png,sunflower,big,gift,big,congruent,pred,Your friend says: <br/><b>That gift is a big sunflower.</b>,workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",service animals,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",15313,critical,images/dog-parade-basic.png,images/doberman.png,doberman,big,service-animal,big,congruent,subj,Your friend says: <br/><b>That big doberman is a service-animal.</b>,workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
warmup2,1,1,pug,great dane,dogs,warmup/pug2.png,warmup/great-dane2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
warmup2,2,1,redwood,bonsai,trees,warmup/redwood2.png,warmup/bonsai2.png,trees,trees,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",11159,filler,images/dog-parade-basic2_filler.png,images/great-dane_filler.png,Great Dane,big,prize-winner,big,congruent,subj,Your friend says: <br/><b>That Great Dane is big.</b>,workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",other landmarks,"NA",NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",10358,critical,images/tree-parade-basic.png,images/bonsai_stick.png,bonsai,small,landmark,small,congruent,subj,Your friend says: <br/><b>That small bonsai is a landmark.</b>,workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",prize winners,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",9624,critical,images/dog-parade-basic2.png,images/pug.png,pug,small,prize-winner,small,congruent,pred,Your friend says: <br/><b>That prize-winner is a small pug.</b>,workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",redwoods,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",11489,filler,images/tree-parade-basic_filler.png,images/redwood_filler.png,redwood,big,landmark,big,congruent,pred,Your friend says: <br/><b>That's a big redwood.</b>,workerid_0023,Tue Jun 23 2020 12:37:53 GMT-0700 (Pacific Daylight Time),1592941073839,barbara,yes,38,male,graduated_high_school,English,1,no issues,1.25,,35
warmup1,1,1,dober,chihuahua,dogs,warmup/doberman2.png,warmup/chihuahua2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0024,Tue Jun 23 2020 13:33:54 GMT-0700 (Pacific Daylight Time),1592944434613,jessica,yes,33,male,some_college,English,1,,2.00,,35
warmup1,1,2,doberman,chihuahua,dogs,warmup/doberman2.png,warmup/chihuahua2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0024,Tue Jun 23 2020 13:33:54 GMT-0700 (Pacific Daylight Time),1592944434613,jessica,yes,33,male,some_college,English,1,,2.00,,35
warmup1,2,1,bonsai,redwood,trees,warmup/bonsai2.png,warmup/redwood2.png,trees,trees,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0024,Tue Jun 23 2020 13:33:54 GMT-0700 (Pacific Daylight Time),1592944434613,jessica,yes,33,male,some_college,English,1,,2.00,,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0024,Tue Jun 23 2020 13:33:54 GMT-0700 (Pacific Daylight Time),1592944434613,jessica,yes,33,male,some_college,English,1,,2.00,,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",5615,filler,images/dog-parade-basic_filler.png,images/chihuahua_filler.png,chihuahua,small,service-animal,small,congruent,subj,Your friend says: <br/><b>That chihuahua is small.</b>,workerid_0024,Tue Jun 23 2020 13:33:54 GMT-0700 (Pacific Daylight Time),1592944434613,jessica,yes,33,male,some_college,English,1,,2.00,,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",3762,critical,images/dog-parade-basic.png,images/doberman.png,doberman,big,service-animal,big,congruent,pred,Your friend says: <br/><b>That service-animal is a big doberman.</b>,workerid_0024,Tue Jun 23 2020 13:33:54 GMT-0700 (Pacific Daylight Time),1592944434613,jessica,yes,33,male,some_college,English,1,,2.00,,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",trees,"NA",NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",7711,critical,images/tree-parade-basic.png,images/bonsai_stick.png,bonsai,small,landmark,small,congruent,subj,Your friend says: <br/><b>That small bonsai is a landmark.</b>,workerid_0024,Tue Jun 23 2020 13:33:54 GMT-0700 (Pacific Daylight Time),1592944434613,jessica,yes,33,male,some_college,English,1,,2.00,,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",trees,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",2943,filler,images/tree-parade-basic_filler.png,images/redwood_filler.png,redwood,big,landmark,big,congruent,pred,Your friend says: <br/><b>That's a big redwood.</b>,workerid_0024,Tue Jun 23 2020 13:33:54 GMT-0700 (Pacific Daylight Time),1592944434613,jessica,yes,33,male,some_college,English,1,,2.00,,35
